0,1
21,85
21,156
21,189
21,19
21,87
21,67
21,57
21,81
21,55
21,133
21,210
21,199
21,131
21,9
21,186
21,8
21,35
21,84
21,132
21,159
21,187
21,184
21,124
21,196
21,48
9,5
9,168
9,8
9,142
9,9
9,133
9,55
9,57
9,126
9,8
9,168
9,3
9,8
9,44
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,9
9,203
9,55
9,87
9,19
9,210
9,159
9,37
9,201
9,24
9,94
9,68
9,125
9,177
9,182
9,18
9,43
9,111
9,193
9,89
9,169
9,38
9,138
9,68
9,85
9,156
9,137
9,189
9,88
9,158
9,176
9,11
9,129
9,109
9,130
9,194
9,215
9,99
9,27
9,139
9,26
9,50
24,189
24,88
24,129
24,11
24,109
24,194
24,90
24,66
24,216
24,108
24,203
24,67
24,19
24,81
24,44
24,35
24,145
24,184
24,193
24,7
24,124
29,6
29,194
29,129
29,129
29,214
29,55
29,44
29,91
29,171
29,89
29,146
29,82
29,22
29,140
29,77
29,162
29,10
29,58
29,200
29,16
29,16
29,141
29,152
29,30
29,188
29,78
29,149
29,181
29,114
29,159
29,207
29,94
29,1
29,205
29,175
29,107
29,150
29,37
29,159
29,91
29,19
29,55
29,57
29,186
29,8
29,108
29,32
29,146
29,144
29,134
29,30
29,211
29,83
29,52
29,56
29,136
29,157
29,42
29,146
34,148
34,155
34,155
34,23
34,41
34,187
34,41
34,181
34,148
34,34
34,34
34,48
34,53
34,165
34,165
34,41
34,114
34,145
34,170
34,41
34,51
34,51
34,183
34,148
34,165
34,155
34,187
34,89
34,23
34,51
34,148
34,163
34,59
34,58
34,119
34,188
34,28
34,52
34,56
34,157
34,64
34,145
34,82
34,52
34,202
34,211
34,49
34,14
34,33
29,189
29,130
29,130
29,194
29,99
29,203
29,99
29,100
29,101
29,101
29,97
29,57
29,126
29,117
29,168
29,186
29,8
29,192
29,44
29,146
29,65
29,82
29,161
29,162
29,58
29,58
29,16
29,82
29,15
29,159
29,37
29,94
29,114
29,48
29,138
29,104
29,183
29,187
29,63
29,25
29,184
29,1
29,100
29,57
29,168
29,9
29,167
29,5
29,5
29,35
29,82
29,10
29,10
29,16
29,52
29,152
29,149
29,154
29,9
29,167
29,186
29,84
29,5
29,71
29,194
29,27
29,61
29,160
29,50
29,207
29,9
29,187
29,170
29,18
29,72
29,182
29,171
29,89
29,193
29,191
29,162
29,181
29,16
29,10
29,75
29,9
29,9
29,101
29,146
29,94
29,6
29,203
29,67
29,203
29,6
29,76
29,191
29,203
29,6
29,214
29,170
29,191
29,82
29,170
29,46
29,203
29,6
29,137
29,158
29,203
29,168
29,6
29,11
29,170
29,191
29,34
29,81
29,65
29,146
29,19
29,55
29,9
29,186
29,81
29,140
29,58
29,20
29,103
29,41
29,40
29,106
29,162
29,153
29,36
29,200
29,212
29,157
29,93
29,20
29,33
29,39
29,105
29,103
29,203
29,55
29,186
29,168
29,191
29,34
29,89
29,6
29,85
29,137
29,203
29,55
29,19
29,87
29,67
29,159
29,37
29,148
29,68
29,146
29,42
29,2
29,17
29,76
29,153
29,22
29,144
29,140
29,65
29,211
29,56
29,33
29,149
29,14
29,30
29,73
29,15
29,77
29,15
29,153
29,15
29,15
29,77
29,77
29,77
29,42
29,2
29,15
29,15
29,15
29,86
29,69
29,44
29,19
29,55
29,19
29,145
29,163
29,193
29,48
29,124
29,176
29,90
29,19
29,203
29,97
29,15
29,76
29,141
29,208
29,16
29,202
29,75
29,64
29,33
29,122
29,80
29,19
29,42
29,140
29,161
29,203
29,210
29,214
29,214
29,215
29,130
29,108
29,58
29,65
29,146
29,146
29,146
29,106
29,58
29,200
29,188
29,0
29,3
29,3
29,3
29,3
29,133
29,0
29,144
29,144
29,208
29,27
29,144
29,144
29,144
29,27
29,27
29,85
29,156
29,137
29,214
29,176
29,130
29,194
29,90
29,19
29,87
29,67
29,203
29,70
29,21
29,60
29,210
29,210
29,114
29,132
29,201
29,145
29,159
29,150
29,24
29,116
29,125
29,148
24,100
24,192
24,142
24,163
24,174
24,207
24,174
24,3
24,19
24,97
24,44
24,84
24,71
24,63
24,41
24,184
24,111
24,127
24,175
24,38
24,138
24,61
29,137
29,156
29,189
29,88
29,158
29,176
29,11
29,129
29,6
29,109
29,61
29,108
29,27
29,137
29,156
29,85
29,214
29,189
29,158
29,137
29,11
29,129
29,181
29,146
29,106
29,49
29,134
29,28
29,93
29,122
29,172
29,108
29,139
29,85
29,189
29,81
29,57
29,5
29,9
29,168
29,8
29,167
29,95
29,44
29,177
29,53
29,82
29,162
29,29
29,93
29,14
29,154
9,189
9,158
9,156
9,130
9,215
9,194
9,6
9,99
9,90
9,216
9,61
9,216
9,130
9,61
9,66
9,216
9,164
9,178
9,164
9,216
9,26
9,27
9,96
9,61
9,216
9,215
9,6
9,215
9,130
9,129
9,129
